78039 silly lifecycle is-binary-path@1.0.1~preinstall: no script for preinstall, continuing
80252 info linkStuff esprima@4.0.0
80253 silly linkStuff esprima@4.0.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80254 verbose linkBins esprima@4.0.0
80255 verbose link bins [ { esparse: './bin/esparse.js',
80255 verbose link bins     esvalidate: './bin/esvalidate.js' },
80255 verbose link bins   'D:\\FrontEnd\\Gemany\\Inkluviva\\toIteria\\node_modules\\.bin',
80255 verbose link bins   false ]
80256 verbose linkMans esprima@4.0.0
80257 silly build etag@1.8.1
80258 info linkStuff etag@1.8.1
80259 silly linkStuff etag@1.8.1 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80260 verbose linkBins etag@1.8.1
80261 verbose linkMans etag@1.8.1
80262 silly build event-emitter@0.3.5
80263 info linkStuff event-emitter@0.3.5
80264 silly linkStuff event-emitter@0.3.5 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80265 verbose linkBins event-emitter@0.3.5
80266 verbose linkMans event-emitter@0.3.5
80267 silly build eventemitter3@1.2.0
80268 info linkStuff eventemitter3@1.2.0
80269 silly linkStuff eventemitter3@1.2.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80270 verbose linkBins eventemitter3@1.2.0
80271 verbose linkMans eventemitter3@1.2.0
80272 silly build extend@3.0.1
80273 info linkStuff extend@3.0.1
80274 silly linkStuff extend@3.0.1 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80275 verbose linkBins extend@3.0.1
80276 verbose linkMans extend@3.0.1
80277 silly build extsprintf@1.3.0
80278 info linkStuff extsprintf@1.3.0
80279 silly linkStuff extsprintf@1.3.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80280 verbose linkBins extsprintf@1.3.0
80281 verbose linkMans extsprintf@1.3.0
80282 silly build filename-regex@2.0.1
80283 info linkStuff filename-regex@2.0.1
80284 silly linkStuff filename-regex@2.0.1 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80285 verbose linkBins filename-regex@2.0.1
80286 verbose linkMans filename-regex@2.0.1
80287 silly build ms@0.7.1
80288 info linkStuff ms@0.7.1
80289 silly linkStuff ms@0.7.1 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\finalhandler\node_modules as its parent node_modules
80290 verbose linkBins ms@0.7.1
80291 verbose linkMans ms@0.7.1
80292 silly build debug@2.2.0
80293 info linkStuff debug@2.2.0
80294 silly linkStuff debug@2.2.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\finalhandler\node_modules as its parent node_modules
80295 verbose linkBins debug@2.2.0
80296 verbose linkMans debug@2.2.0
80297 silly build arr-diff@4.0.0
80298 info linkStuff arr-diff@4.0.0
80299 silly linkStuff arr-diff@4.0.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\findup-sync\node_modules as its parent node_modules
80300 verbose linkBins arr-diff@4.0.0
80301 verbose linkMans arr-diff@4.0.0
80302 silly build array-unique@0.3.2
80303 info linkStuff array-unique@0.3.2
80304 silly linkStuff array-unique@0.3.2 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\findup-sync\node_modules as its parent node_modules
80305 verbose linkBins array-unique@0.3.2
80306 verbose linkMans array-unique@0.3.2
80307 silly build kind-of@5.1.0
80308 info linkStuff kind-of@5.1.0
80309 silly linkStuff kind-of@5.1.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\findup-sync\node_modules\is-descriptor\node_modules as its parent node_modules
80310 verbose linkBins kind-of@5.1.0
80311 verbose linkMans kind-of@5.1.0
80312 silly build is-extglob@2.1.1
80313 info linkStuff is-extglob@2.1.1
80314 silly linkStuff is-extglob@2.1.1 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\findup-sync\node_modules as its parent node_modules
80315 verbose linkBins is-extglob@2.1.1
80316 verbose linkMans is-extglob@2.1.1
80317 silly build is-glob@3.1.0
80318 info linkStuff is-glob@3.1.0
80319 silly linkStuff is-glob@3.1.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\findup-sync\node_modules as its parent node_modules
80320 verbose linkBins is-glob@3.1.0
80321 verbose linkMans is-glob@3.1.0
80322 silly build isobject@3.0.1
80323 info linkStuff isobject@3.0.1
80324 silly linkStuff isobject@3.0.1 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\findup-sync\node_modules as its parent node_modules
80325 verbose linkBins isobject@3.0.1
80326 verbose linkMans isobject@3.0.1
80327 silly build kind-of@6.0.2
80328 info linkStuff kind-of@6.0.2
80329 silly linkStuff kind-of@6.0.2 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\findup-sync\node_modules as its parent node_modules
80330 verbose linkBins kind-of@6.0.2
80331 verbose linkMans kind-of@6.0.2
80332 silly build flagged-respawn@1.0.0
80333 info linkStuff flagged-respawn@1.0.0
80334 silly linkStuff flagged-respawn@1.0.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80335 verbose linkBins flagged-respawn@1.0.0
80336 verbose linkMans flagged-respawn@1.0.0
80337 silly build for-in@1.0.2
80338 info linkStuff for-in@1.0.2
80339 silly linkStuff for-in@1.0.2 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80340 verbose linkBins for-in@1.0.2
80341 verbose linkMans for-in@1.0.2
80342 silly build for-own@1.0.0
80343 info linkStuff for-own@1.0.0
80344 silly linkStuff for-own@1.0.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\collection-map\node_modules as its parent node_modules
80345 verbose linkBins for-own@1.0.0
80346 verbose linkMans for-own@1.0.0
80347 silly build for-own@0.1.5
80348 info linkStuff for-own@0.1.5
80349 silly linkStuff for-own@0.1.5 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80350 verbose linkBins for-own@0.1.5
80351 verbose linkMans for-own@0.1.5
80352 silly build foreach@2.0.5
80353 info linkStuff foreach@2.0.5
80354 silly linkStuff foreach@2.0.5 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80355 verbose linkBins foreach@2.0.5
80356 verbose linkMans foreach@2.0.5
80357 silly build forever-agent@0.6.1
80358 info linkStuff forever-agent@0.6.1
80359 silly linkStuff forever-agent@0.6.1 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80360 verbose linkBins forever-agent@0.6.1
80361 verbose linkMans forever-agent@0.6.1
80362 silly build fresh@0.5.2
80363 info linkStuff fresh@0.5.2
80364 silly linkStuff fresh@0.5.2 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80365 verbose linkBins fresh@0.5.2
80366 verbose linkMans fresh@0.5.2
80367 silly build from@0.1.7
80368 info linkStuff from@0.1.7
80369 silly linkStuff from@0.1.7 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80370 verbose linkBins from@0.1.7
80371 verbose linkMans from@0.1.7
80372 silly build fs.realpath@1.0.0
80373 info linkStuff fs.realpath@1.0.0
80374 silly linkStuff fs.realpath@1.0.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80375 verbose linkBins fs.realpath@1.0.0
80376 verbose linkMans fs.realpath@1.0.0
80377 silly build function-bind@1.1.1
80378 info linkStuff function-bind@1.1.1
80379 silly linkStuff function-bind@1.1.1 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80380 verbose linkBins function-bind@1.1.1
80381 verbose linkMans function-bind@1.1.1
80382 silly build generate-function@2.0.0
80383 info linkStuff generate-function@2.0.0
80384 silly linkStuff generate-function@2.0.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80385 verbose linkBins generate-function@2.0.0
80386 verbose linkMans generate-function@2.0.0
80387 silly build get-caller-file@1.0.2
80388 info linkStuff get-caller-file@1.0.2
80389 silly linkStuff get-caller-file@1.0.2 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80390 verbose linkBins get-caller-file@1.0.2
80391 verbose linkMans get-caller-file@1.0.2
80392 silly build get-stdin@4.0.1
80393 info linkStuff get-stdin@4.0.1
80394 silly linkStuff get-stdin@4.0.1 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80395 verbose linkBins get-stdin@4.0.1
80396 verbose linkMans get-stdin@4.0.1
80397 silly build get-stream@3.0.0
80398 info linkStuff get-stream@3.0.0
80399 silly linkStuff get-stream@3.0.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80400 verbose linkBins get-stream@3.0.0
80401 verbose linkMans get-stream@3.0.0
80402 silly build get-value@2.0.6
80403 info linkStuff get-value@2.0.6
80404 silly linkStuff get-value@2.0.6 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80405 verbose linkBins get-value@2.0.6
80406 verbose linkMans get-value@2.0.6
80407 silly build array-sort@1.0.0
80408 info linkStuff array-sort@1.0.0
80409 silly linkStuff array-sort@1.0.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80410 verbose linkBins array-sort@1.0.0
80411 verbose linkMans array-sort@1.0.0
80412 silly build assert-plus@1.0.0
80413 info linkStuff assert-plus@1.0.0
80414 silly linkStuff assert-plus@1.0.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\getpass\node_modules as its parent node_modules
80415 verbose linkBins assert-plus@1.0.0
80416 verbose linkMans assert-plus@1.0.0
80417 silly build getpass@0.1.7
80418 info linkStuff getpass@0.1.7
80419 silly linkStuff getpass@0.1.7 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80420 verbose linkBins getpass@0.1.7
80421 verbose linkMans getpass@0.1.7
80422 silly build is-extglob@2.1.1
80423 info linkStuff is-extglob@2.1.1
80424 silly linkStuff is-extglob@2.1.1 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\glob-stream\node_modules as its parent node_modules
80425 verbose linkBins is-extglob@2.1.1
80426 verbose linkMans is-extglob@2.1.1
80427 silly build is-glob@3.1.0
80428 info linkStuff is-glob@3.1.0
80429 silly linkStuff is-glob@3.1.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\glob-stream\node_modules as its parent node_modules
80430 verbose linkBins is-glob@3.1.0
80431 verbose linkMans is-glob@3.1.0
80432 silly build lodash@4.17.4
80433 info linkStuff lodash@4.17.4
80434 silly linkStuff lodash@4.17.4 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\globule\node_modules as its parent node_modules
80435 verbose linkBins lodash@4.17.4
80436 verbose linkMans lodash@4.17.4
80437 silly build graceful-fs@4.1.11
80438 info linkStuff graceful-fs@4.1.11
80439 silly linkStuff graceful-fs@4.1.11 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80440 verbose linkBins graceful-fs@4.1.11
80441 verbose linkMans graceful-fs@4.1.11
80442 silly build lodash@4.17.4
80443 info linkStuff lodash@4.17.4
80444 silly linkStuff lodash@4.17.4 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\graphlib\node_modules as its parent node_modules
80445 verbose linkBins lodash@4.17.4
80446 verbose linkMans lodash@4.17.4
80447 silly build graphlib@2.1.5
80448 info linkStuff graphlib@2.1.5
80449 silly linkStuff graphlib@2.1.5 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80450 verbose linkBins graphlib@2.1.5
80451 verbose linkMans graphlib@2.1.5
80452 silly build ansi-styles@3.2.0
80453 info linkStuff ansi-styles@3.2.0
80454 silly linkStuff ansi-styles@3.2.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\gulp-string-replace\node_modules as its parent node_modules
80455 verbose linkBins ansi-styles@3.2.0
80456 verbose linkMans ansi-styles@3.2.0
80457 silly build clone@1.0.3
80458 info linkStuff clone@1.0.3
80459 silly linkStuff clone@1.0.3 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\gulp-util\node_modules as its parent node_modules
80460 verbose linkBins clone@1.0.3
80461 verbose linkMans clone@1.0.3
80462 silly build clone-stats@0.0.1
80463 info linkStuff clone-stats@0.0.1
80464 silly linkStuff clone-stats@0.0.1 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\gulp-util\node_modules as its parent node_modules
80465 verbose linkBins clone-stats@0.0.1
80466 verbose linkMans clone-stats@0.0.1
80467 silly build object-assign@3.0.0
80468 info linkStuff object-assign@3.0.0
80469 silly linkStuff object-assign@3.0.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\gulp-util\node_modules as its parent node_modules
80470 verbose linkBins object-assign@3.0.0
80471 verbose linkMans object-assign@3.0.0
80472 silly build replace-ext@0.0.1
80473 info linkStuff replace-ext@0.0.1
80474 silly linkStuff replace-ext@0.0.1 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\gulp-util\node_modules as its parent node_modules
80475 verbose linkBins replace-ext@0.0.1
80476 verbose linkMans replace-ext@0.0.1
80477 silly build vinyl@0.5.3
80478 info linkStuff vinyl@0.5.3
80479 silly linkStuff vinyl@0.5.3 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\gulp-util\node_modules as its parent node_modules
80480 verbose linkBins vinyl@0.5.3
80481 verbose linkMans vinyl@0.5.3
80482 silly build map-stream@0.0.4
80483 info linkStuff map-stream@0.0.4
80484 silly linkStuff map-stream@0.0.4 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\gulp-wait\node_modules as its parent node_modules
80485 verbose linkBins map-stream@0.0.4
80486 verbose linkMans map-stream@0.0.4
80487 silly build camelcase@3.0.0
80488 info linkStuff camelcase@3.0.0
80489 silly linkStuff camelcase@3.0.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\gulp\node_modules as its parent node_modules
80490 verbose linkBins camelcase@3.0.0
80491 verbose linkMans camelcase@3.0.0
80492 silly build isobject@3.0.1
80493 info linkStuff isobject@3.0.1
80494 silly linkStuff isobject@3.0.1 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\gulp\node_modules as its parent node_modules
80495 verbose linkBins isobject@3.0.1
80496 verbose linkMans isobject@3.0.1
80497 silly build yargs-parser@5.0.0
80498 info linkStuff yargs-parser@5.0.0
80499 silly linkStuff yargs-parser@5.0.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\gulp\node_modules as its parent node_modules
80500 verbose linkBins yargs-parser@5.0.0
80501 verbose linkMans yargs-parser@5.0.0
80502 silly build har-schema@1.0.5
80503 info linkStuff har-schema@1.0.5
80504 silly linkStuff har-schema@1.0.5 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80505 verbose linkBins har-schema@1.0.5
80506 verbose linkMans har-schema@1.0.5
80507 silly build has-ansi@2.0.0
80508 info linkStuff has-ansi@2.0.0
80509 silly linkStuff has-ansi@2.0.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80510 verbose linkBins has-ansi@2.0.0
80511 verbose linkMans has-ansi@2.0.0
80512 silly build has-cors@1.1.0
80513 info linkStuff has-cors@1.1.0
80514 silly linkStuff has-cors@1.1.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80515 verbose linkBins has-cors@1.1.0
80516 verbose linkMans has-cors@1.1.0
80517 silly build has-flag@2.0.0
80518 info linkStuff has-flag@2.0.0
80519 silly linkStuff has-flag@2.0.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80520 verbose linkBins has-flag@2.0.0
80521 verbose linkMans has-flag@2.0.0
80522 silly build supports-color@4.5.0
80523 info linkStuff supports-color@4.5.0
80524 silly linkStuff supports-color@4.5.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\boxen\node_modules as its parent node_modules
80525 verbose linkBins supports-color@4.5.0
80526 verbose linkMans supports-color@4.5.0
80527 silly build chalk@2.3.0
80528 info linkStuff chalk@2.3.0
80529 silly linkStuff chalk@2.3.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\boxen\node_modules as its parent node_modules
80530 verbose linkBins chalk@2.3.0
80531 verbose linkMans chalk@2.3.0
80532 silly build supports-color@4.5.0
80533 info linkStuff supports-color@4.5.0
80534 silly linkStuff supports-color@4.5.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\gulp-string-replace\node_modules as its parent node_modules
80535 verbose linkBins supports-color@4.5.0
80536 verbose linkMans supports-color@4.5.0
80537 silly build chalk@2.3.0
80538 info linkStuff chalk@2.3.0
80539 silly linkStuff chalk@2.3.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\gulp-string-replace\node_modules as its parent node_modules
80540 verbose linkBins chalk@2.3.0
80541 verbose linkMans chalk@2.3.0
80542 silly build has-symbols@1.0.0
80543 info linkStuff has-symbols@1.0.0
80544 silly linkStuff has-symbols@1.0.0 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80545 verbose linkBins has-symbols@1.0.0
80546 verbose linkMans has-symbols@1.0.0
80547 silly build has-unicode@2.0.1
80548 info linkStuff has-unicode@2.0.1
80549 silly linkStuff has-unicode@2.0.1 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80550 verbose linkBins has-unicode@2.0.1
80551 verbose linkMans has-unicode@2.0.1
80552 silly build isobject@3.0.1
80553 info linkStuff isobject@3.0.1
80554 silly linkStuff isobject@3.0.1 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules\has-value\node_modules as its parent node_modules
80555 verbose linkBins isobject@3.0.1
80556 verbose linkMans isobject@3.0.1
80557 silly build hoek@2.16.3
80558 info linkStuff hoek@2.16.3
80559 silly linkStuff hoek@2.16.3 has D:\FrontEnd\Gemany\Inkluviva\toIteria\node_modules as its parent node_modules
80560 verbose linkBins hoek@2.16.3
80561 verbose linkMans hoek@2.16.3
80562 silly build boom@2.10.1
